time,mim,ust,mim_p,ust_p,ideal
2022-02-26T00:00:00+00:00,87830685.181968970554760718000000000000000000,15851528.605709450156281960000000000000000000,0.8471142925423025,0.15288570745769747,0.50
2022-02-25T00:00:00+00:00,88696359.209534860105086118000000000000000000,15491478.827331536201278863000000000000000000,0.8513120233683135,0.14868797663168656,0.50
2022-02-24T00:00:00+00:00,95516067.669962749334757818000000000000000000,13192552.363205006010446963000000000000000000,0.8786429966714704,0.12135700332852967,0.50
2022-02-23T00:00:00+00:00,117170497.808581678690000118000000000000000000,14698994.662564653566567663000000000000000000,0.8885337739069492,0.11146622609305078,0.50
2022-02-22T00:00:00+00:00,117632096.124436483044893618000000000000000000,14485137.517964161736281282000000000000000000,0.8903614833688478,0.10963851663115218,0.50
2022-02-21T00:00:00+00:00,105034526.784697851979846918000000000000000000,16865374.254809715063834382000000000000000000,0.861645710037585,0.13835428996241492,0.50
2022-02-20T00:00:00+00:00,104379906.319582518353074718000000000000000000,18267605.803195707146926582000000000000000000,0.851056042743789,0.14894395725621107,0.50
2022-02-19T00:00:00+00:00,110239549.005917790136074718000000000000000000,17551133.309682470973741482000000000000000000,0.8626571750643209,0.13734282493567912,0.50
2022-02-18T00:00:00+00:00,107234546.960508404514074718000000000000000000,20650660.665975433193741482000000000000000000,0.8385218974950558,0.16147810250494424,0.50
2022-02-17T00:00:00+00:00,108400238.246258115734324718000000000000000000,22487309.515909731098688282000000000000000000,0.8281936677676107,0.1718063322323893,0.50
2022-02-16T00:00:00+00:00,106239802.714764648652033918000000000000000000,24611830.767651702731004382000000000000000000,0.8119104048406166,0.18808959515938334,0.50
2022-02-15T00:00:00+00:00,103253724.359498020113698218000000000000000000,25055552.077407644127976782000000000000000000,0.8047253263895665,0.19527467361043355,0.50
2022-02-14T00:00:00+00:00,102805902.391317359578698218000000000000000000,25513506.350684128845976782000000000000000000,0.8011718834990778,0.19882811650092222,0.50
2022-02-13T00:00:00+00:00,104079172.056697061544242218000000000000000000,24444966.956941348224629182000000000000000000,0.8098025231326594,0.1901974768673405,0.50
2022-02-12T00:00:00+00:00,101065943.208636590124008418000000000000000000,27448282.324412468509427882000000000000000000,0.7864183345418535,0.21358166545814647,0.50
2022-02-11T00:00:00+00:00,98578160.707625468519276518000000000000000000,28005583.496902454163889070000000000000000000,0.7787584521780903,0.22124154782190975,0.50
2022-02-10T00:00:00+00:00,92641956.186666551314641018000000000000000000,33496340.066443420086950970000000000000000000,0.7344474988053633,0.2655525011946367,0.50
2022-02-09T00:00:00+00:00,90140254.542750597945376818000000000000000000,38632544.741270136457406370000000000000000000,0.6999945255825156,0.30000547441748443,0.50
2022-02-08T00:00:00+00:00,87522893.303785803049376818000000000000000000,38557418.569959645471251170000000000000000000,0.6941836675612736,0.3058163324387264,0.50
2022-02-07T00:00:00+00:00,112775928.761090981167800218000000000000000000,52033218.140530654713128370000000000000000000,0.6842819763420627,0.3157180236579374,0.50
2022-02-06T00:00:00+00:00,117118013.709191591198378818000000000000000000,31534844.798220777637872570000000000000000000,0.787862506548111,0.21213749345188904,0.50
2022-02-05T00:00:00+00:00,99942178.255772225804694218000000000000000000,45375882.724465124486581570000000000000000000,0.6877478104346847,0.3122521895653153,0.50
2022-02-04T00:00:00+00:00,103373657.746807848241456818000000000000000000,36603020.589352848429607870000000000000000000,0.7385062924450247,0.26149370755497525,0.50
2022-02-03T00:00:00+00:00,109330571.285869392103504918000000000000000000,26669711.864536728812859770000000000000000000,0.803899585745406,0.19610041425459407,0.50
2022-02-02T00:00:00+00:00,141642603.548071935772148018000000000000000000,26461110.470073828492305570000000000000000000,0.8425905660405724,0.15740943395942766,0.50
2022-02-01T00:00:00+00:00,140948555.550664632237966618000000000000000000,25458815.963401013581704770000000000000000000,0.847009085404314,0.15299091459568603,0.50
2022-01-31T00:00:00+00:00,145307168.258427490936629518000000000000000000,24241869.976021289582335070000000000000000000,0.8570214834100082,0.1429785165899918,0.50
2022-01-30T00:00:00+00:00,197747308.531305114107360218000000000000000000,34462591.612999394688254263000000000000000000,0.8515886205041948,0.14841137949580516,0.50
2022-01-29T00:00:00+00:00,208852089.525881269955541518000000000000000000,27745152.803636634758009663000000000000000000,0.8827325604877723,0.11726743951222776,0.50
2022-01-28T00:00:00+00:00,72369596.991341529157691918000000000000000000,11096882.183026926295456063000000000000000000,0.8670498349421855,0.13295016505781454,0.50
2022-01-27T00:00:00+00:00,108703858.146287325747634918000000000000000000,121833014.939947905067697309000000000000000000,0.4715248224331787,0.5284751775668213,0.50
2022-01-26T00:00:00+00:00,241439518.988344928138887318000000000000000000,226029933.951320241473559909000000000000000000,0.5164819165617369,0.48351808343826314,0.50
2022-01-25T00:00:00+00:00,244844504.002776211324459718000000000000000000,256695119.502271418114777509000000000000000000,0.48818576345306847,0.5118142365469315,0.50
2022-01-24T00:00:00+00:00,229229726.232583758684297518000000000000000000,300990753.029049725985969109000000000000000000,0.4323290691295083,0.5676709308704917,0.50
2022-01-23T00:00:00+00:00,271484405.655013275581690618000000000000000000,270500930.612117310948297309000000000000000000,0.5009072893463037,0.4990927106536963,0.50
2022-01-22T00:00:00+00:00,280772284.263654631489720818000000000000000000,283785269.673892627726053609000000000000000000,0.4973315515936119,0.502668448406388,0.50
2022-01-21T00:00:00+00:00,301069683.523181984011137890000000000000000000,316097955.320554595704151209000000000000000000,0.4878248057322577,0.5121751942677423,0.50
2022-01-20T00:00:00+00:00,416039413.064213513538261516000000000000000000,401105519.727299477853518093000000000000000000,0.5091378485857443,0.4908621514142557,0.50
2022-01-19T00:00:00+00:00,511084117.046472877017940316000000000000000000,475106558.597163397858173693000000000000000000,0.518240670560908,0.4817593294390921,0.50
2022-01-18T00:00:00+00:00,481663994.530003729989353716000000000000000000,490040123.329185256595007493000000000000000000,0.4956899797761301,0.50431002022387,0.50
2022-01-17T00:00:00+00:00,495120979.911372004773977416000000000000000000,485203589.269066065483596590000000000000000000,0.5050582179382677,0.4949417820617324,0.50
2022-01-16T00:00:00+00:00,529657644.748568951722907480000000000000000000,483114860.288699295238825790000000000000000000,0.5229779067995912,0.47702209320040884,0.50
